star_id,name,brightness_apparent,stellar_classification,constellation,galaxy_id
5955,WASP-142,12.3,F8,Hydra,37
5956,HAT-P-35,12.46,,Hydra,37
5957,WASP-143,12.6,G1,Hydra,37
5958,WASP-36,12.7,G2,Hydra,37
5959,LHS 3003,17.141,M7.0V,Hydra,37
5960,Gliese 3634,19.8,M2.5,Hydra,37
5961,WASP-84,,K0,Hydra,37
5962,G 161-71,,M4.5,Hydra,37
5963,β Hyi,2.79,G2IV,Hydrus,43
5964,α Hyi,2.86,F0V,Hydrus,43
5965,γ Hyi,3.26,M2III,Hydrus,43
5966,δ Hyi,4.08,A3V,Hydrus,43
5967,ε Hyi,4.12,B9III,Hydrus,43
5968,η2 Hyi,4.68,G5III,Hydrus,43
5969,ν Hyi,4.76,K3III,Hydrus,43
5970,ζ Hyi,4.83,A2IV/V,Hydrus,43
5971,λ Hyi,5.09,K5III,Hydrus,43
5972,μ Hyi,5.27,G4III,Hydrus,43
5973,θ Hyi,5.51,B8III/IV,Hydrus,43
5974,ι Hyi,5.51,F4IV-V,Hydrus,43
5975,π1 Hyi,5.57,M1III,Hydrus,43
5976,π2 Hyi,5.67,K2III,Hydrus,43
5977,BN Hyi,5.7,F2II-III,Hydrus,43
5978,HD 10615,5.7,K2/K3III,Hydrus,43
5979,HD 8810,5.92,M0III,Hydrus,43
5980,HD 1801,5.96,K3III,Hydrus,43
5981,HD 21722,5.96,F3V,Hydrus,43
5982,κ Hyi,5.99,K0III,Hydrus,43
5983,HD 9896,6.03,F2V,Hydrus,43
5984,τ2 Hyi,6.05,F0III,Hydrus,43
5985,HD 11995,6.07,F0IV/V,Hydrus,43
5986,HD 12477,6.09,K2III,Hydrus,43
5987,HD 10042,6.11,G3IV,Hydrus,43
5988,HD 19940,6.12,K1III,Hydrus,43
5989,HD 21563,6.14,A4:V+...,Hydrus,43
5990,σ Hyi,6.15,F5/F6IV/V,Hydrus,43
5991,HD 10052,6.18,M3III,Hydrus,43
5992,CT Hyi,6.26,B8V,Hydrus,43
5993,τ1 Hyi,6.33,G6/G8III,Hydrus,43
5994,HD 12270,6.36,G8II/III,Hydrus,43
5995,HD 11944,6.43,F2V,Hydrus,43
5996,HD 1221,6.49,G8/K0III,Hydrus,43
5997,GJ 3021,6.59,G8.5Vk,Hydrus,43
5998,CN Hyi,6.66,F6V,Hydrus,43
5999,η1 Hyi,6.77,B9V,Hydrus,43
6000,HD 10180,7.33,G1V,Hydrus,43
6001,HD 20003,8.37,G8V,Hydrus,43
6002,HD 19918,9.35,Ap...,Hydrus,43
6003,HD 2685,9.59,Ap...,Hydrus,43
6004,WASP-126,10.8,G2,Hydrus,43
6005,VW Hyi,14.4,,Hydrus,43
6006,SMSS J031300.36-670839.3,14.7,K,Hydrus,43
6007,WX Hyi,14.85,,Hydrus,43
6008,BL Hyi,14.9,Am,Hydrus,43
6009,α Ind,3.11,K0III,Indus,43
6010,β Ind,3.67,K0III,Indus,43
6011,θ Ind,4.39,A5V,Indus,43
6012,δ Ind,4.4,F0IV,Indus,43
6013,η Ind,4.51,A6:var,Indus,43
6014,ε Ind,4.69,K5V,Indus,43
6015,ζ Ind,4.9,K5III,Indus,43
6016,ι Ind,5.06,K1II/III,Indus,43
6017,μ Ind,5.17,K2III,Indus,43
6018,ν Ind,5.28,A3V: + F9V,Indus,43
6019,ο Ind,5.52,M0III,Indus,43
6020,HD 217831,5.53,F4III,Indus,43
6021,HD 212728,5.56,A3V,Indus,43
6022,HD 207229,5.62,K1III,Indus,43
6023,κ2 Ind,5.62,K4III,Indus,43
6024,HD 202103,5.73,A6IV,Indus,43
6025,HD 199623,5.76,F5IV-V,Indus,43
6026,HD 212211,5.78,F3III,Indus,43
6027,HD 207964,5.92,F1III,Indus,43
6028,T Ind,6.0,C,Indus,43
6029,HD 206399,6.02,B8IV,Indus,43
6030,HD 208796,6.02,B9IV/V,Indus,43
6031,ρ Ind,6.04,G4IV-V,Indus,43
6032,γ Ind,6.1,F1III,Indus,43
6033,BG Ind,6.13,F3V,Indus,43
6034,HD 219644,6.15,K2/K3III,Indus,43
6035,π Ind,6.17,A3m...,Indus,43
6036,HD 218288,6.18,K3III,Indus,43
6037,HD 205877,6.2,F7III,Indus,43
6038,HD 205417,6.22,A0/A1IV,Indus,43
6039,HD 198766,6.23,B5IV,Indus,43
6040,HD 199642,6.26,K5/M0III,Indus,43
6041,HD 203548,6.3,A5m...,Indus,43
6042,HD 205935,6.33,K0III-IV,Indus,43
6043,HD 215729,6.35,A2V,Indus,43
6044,HD 204228,6.39,K2IIICN...,Indus,43
6045,HD 203010,6.4,K3III,Indus,43
6046,HD 204873,6.43,K4III,Indus,43
6047,HD 200887,6.45,A9V,Indus,43
6048,HD 206690,6.46,K1III,Indus,43
6049,HD 218497,6.47,F3IV,Indus,43
6050,HD 218558,6.47,K0IV,Indus,43
6051,HD 206429,6.49,F7IV/V,Indus,43
6052,HD 208184,6.5,G6III,Indus,43
6053,HD 206653,7.2,Ap...,Indus,43
6054,HD 209295,7.32,A9/F0V,Indus,43
6055,HD 208217,7.5,Ap...,Indus,43
6056,BS Ind,8.9,G9V,Indus,43
6057,RS Ind,9.51,F4,Indus,43
6058,V Ind,10.01,F0V,Indus,43
6059,WASP-88,10.4,F6,Indus,43
6060,WASP-73,10.5,F9,Indus,43
6061,WASP-145 A,11.5,K2V,Indus,43
6062,WASP-46,12.9,G6V,Indus,43
6063,RX J2115-5840,16.0,WD+M5,Indus,43
6064,α Lac,3.76,A1V,Lacerta,43
6065,1 Lac,4.14,K3III,Lacerta,43
6066,5 Lac,4.34,M0II,Lacerta,43
6067,β Lac,4.42,G9III,Lacerta,43
6068,HD 211073,4.5,K3III,Lacerta,43
6069,11 Lac,4.5,K3III,Lacerta,43
6070,6 Lac,4.52,B2IV,Lacerta,43
6071,2 Lac,4.55,B6V,Lacerta,43
6072,4 Lac,4.55,B9Iab,Lacerta,43
6073,9 Lac,4.64,A8IV,Lacerta,43
6074,10 Lac,4.89,O9V,Lacerta,43
6075,15 Lac,4.95,M0III,Lacerta,43
6076,V424 Lac,4.99,K5Ibvar,Lacerta,43
6077,HD 209945,5.09,K5III,Lacerta,43
6078,V416 Lac,5.11,M4III,Lacerta,43
6079,13 Lac,5.11,K0III,Lacerta,43
6080,12 Lac,5.25,B2IIIv SB,Lacerta,43
6081,EW Lac,5.34,B4IIIpe,Lacerta,43
6082,HD 210715,5.38,A5V,Lacerta,43
6083,HD 216174,5.43,K1III,Lacerta,43
6084,HD 211096,5.53,A0III,Lacerta,43
6085,16 Lac,5.6,B2IV,Lacerta,43
6086,HD 211211,5.72,A2Vnn,Lacerta,43
6087,HD 213930,5.72,G8III-IV,Lacerta,43
6088,8 Lac A,5.73,B1Ve,Lacerta,43
6089,HD 216831,5.73,B7III,Lacerta,43
6090,HD 216608,5.79,A3m,Lacerta,43
6091,HD 215943,5.82,G8III:,Lacerta,43
6092,HD 216646,5.82,K0III,Lacerta,43
6093,HD 215664,5.84,F0III-IV,Lacerta,43
6094,HD 213660,5.88,A6V,Lacerta,43
6095,14 Lac,5.91,B3IV:var,Lacerta,43
6096,HD 216756,5.91,F5II,Lacerta,43
6097,HD 215030,5.93,G9III,Lacerta,43
6098,HD 215359,5.93,K5III+...,Lacerta,43
6099,HD 214878,5.94,B8V,Lacerta,43
6100,HD 214714,6.03,G3Ib-IICNe.,Lacerta,43
6101,AR Lac,6.11,K2III comp,Lacerta,43
6102,HD 215159,6.14,K2,Lacerta,43
6103,HD 216057,6.14,B5Vn,Lacerta,43
6104,HR 8421,6.16,M4III,Lacerta,43
6105,HD 212978,6.16,B2V,Lacerta,43
6106,V399 Lac,6.17,A3Ib,Lacerta,43
6107,HD 217101,6.17,B2IV-V,Lacerta,43
6108,HD 212487,6.18,F5IV:,Lacerta,43
6109,HD 209993,6.19,A3V,Lacerta,43
6110,HD 211797,6.19,A9IIIp,Lacerta,43
6111,HD 216206,6.23,G4Ib,Lacerta,43
6112,HD 209961,6.26,B2V SB,Lacerta,43
6113,HD 214313,6.28,K5,Lacerta,43
6114,HD 214240,6.29,B3V,Lacerta,43
6115,V377 Lac,6.33,B7III-IV,Lacerta,43
6116,HD 214279,6.37,A3V,Lacerta,43
6117,V405 Lac,6.38,B5V,Lacerta,43
6118,HD 214558,6.38,G2III+...,Lacerta,43
6119,HD 215242,6.39,A1V+...,Lacerta,43
6120,HD 212071,6.4,K2,Lacerta,43
6121,HD 210289,6.41,K5III,Lacerta,43
6122,V350 Lac,6.41,K2III SB,Lacerta,43
6123,HD 213720,6.41,G8III,Lacerta,43
6124,HD 215191,6.43,B1V,Lacerta,43
6125,HD 215518,6.43,K2,Lacerta,43
6126,HD 212334,6.45,K0,Lacerta,43
6127,HD 211660,6.46,K0,Lacerta,43
6128,HD 212883,6.46,B2V,Lacerta,43
6129,HD 216523,6.46,B8V,Lacerta,43
6130,HD 215473,6.47,K5,Lacerta,43
6131,HD 209932,6.5,A0V,Lacerta,43
6132,8 Lac B,6.6,B2V,Lacerta,43
6133,HK Lac,6.96,K0III,Lacerta,43
6134,S Lac,7.6,M4-6.5e,Lacerta,43
6135,CM Lac,8.21,A3m,Lacerta,43
6136,EV Lac,8.28,M4.5V,Lacerta,43
6137,V364 Lac,8.36,A3,Lacerta,43
6138,X Lac,8.42,G5,Lacerta,43
6139,SW Lac,8.51,K0Vv,Lacerta,43
6140,Z Lac,8.57,F6Ib...,Lacerta,43
6141,SAO 51891,8.57,K1V,Lacerta,43
6142,BG Lac,8.59,G0.7,Lacerta,43
6143,HD 213918,8.68,Ap,Lacerta,43
6144,HD 215441,8.81,A0p,Lacerta,43
6145,RT Lac,8.84,G9+K1IVIV,Lacerta,43
6146,RR Lac,8.87,K0,Lacerta,43
6147,V Lac,8.89,G5,Lacerta,43
6148,IRAS 22272+5435,9.0,G5Ia,Lacerta,43
6149,Y Lac,9.13,F8,Lacerta,43
6150,HD 216536,9.23,K0,Lacerta,43
6151,U Lac,9.4,M4Iab:e,Lacerta,43
6152,IRAS 22223+4327,9.69,F9Ia,Lacerta,43
6153,ADS 16402 B,9.87,F8,Lacerta,43
6154,SS Lac,10.12,B9V,Lacerta,43
6155,VY Lac,10.13,A2,Lacerta,43
6156,CO Lac,10.4,B9V,Lacerta,43
6157,DE Lac,10.43,F6.5,Lacerta,43
6158,VX Lac,10.51,F0,Lacerta,43
6159,CZ Lac,10.77,F1,Lacerta,43
6160,RW Lac,10.81,F2,Lacerta,43
6161,AW Lac,10.95,B2,Lacerta,43
6162,V345 Lac,11.32,B5,Lacerta,43
6163,HAT-P-40,11.7,,Lacerta,43
6164,PP Lac,11.85,G5,Lacerta,43
6165,DI Lac,14.9,sd:Be+...,Lacerta,43
6166,CP Lac,17.7,G5,Lacerta,43
6167,DK Lac,19.4,,Lacerta,43
6169,PSR B2217+47,,,Lacerta,43
6170,Regulus,1.36,B7V,Leo,43
6171,Denebola,2.14,A3Vvar,Leo,43
6172,γ1 Leo,2.37,K0III,Leo,43
6173,δ Leo,2.56,A4V,Leo,43
6174,ε Leo,2.97,G0II,Leo,43
6175,θ Leo,3.33,A2V,Leo,43
6176,ζ Leo,3.43,F0III,Leo,43
6177,η Leo,3.48,A0Ib,Leo,43
6178,ο Leo Aa,3.52,A5V+...,Leo,43
6179,ο Leo Ab,3.7,A5V+...,Leo,43
6180,ο Leo B,11.0,,Leo,43
6181,γ2 Leo,3.8,,Leo,43
6182,ρ Leo,3.84,B1Ib SB,Leo,43
6183,μ Leo,3.88,K0III,Leo,43
6184,ι Leo,4.0,F2IV SB,Leo,43
6185,σ Leo,4.05,B9.5Vs,Leo,43
6186,54 Leo,4.3,A1,Leo,43
6187,υ Leo,4.3,G9III,Leo,43
6188,λ Leo,4.32,K5IIIvar,Leo,43
6189,31 Leo,4.39,K4III,Leo,43
6190,60 Leo,4.42,A1m,Leo,43
6191,φ Leo,4.45,A7IVn,Leo,43
6192,κ Leo,4.47,K2III,Leo,43
6193,93 Leo,4.5,A comp SB,Leo,43
6194,72 Leo,4.56,M3III,Leo,43
6195,χ Leo,4.62,F2III-IVvar,Leo,43
6196,π Leo,4.68,M2III,Leo,43
6197,61 Leo,4.73,K5III,Leo,43
6198,87 Leo,4.77,K4III,Leo,43
6199,40 Leo,4.78,F6IV,Leo,43
6200,58 Leo,4.84,K1III,Leo,43
6201,τ Leo,4.95,G8II-III,Leo,43
6202,59 Leo,4.98,A5III,Leo,43
6203,ξ Leo,4.99,K0IIIvar,Leo,43
6204,10 Leo,5.0,K1IIIvar,Leo,43
6205,6 Leo,5.07,K3III,Leo,43
6206,48 Leo,5.07,G8II-III,Leo,43
6207,75 Leo,5.18,M0III comp,Leo,43
6208,ν Leo,5.26,B9IV,Leo,43
6209,92 Leo,5.26,K1III,Leo,43
6210,22 Leo,5.29,A5IV,Leo,43
6211,73 Leo,5.31,K3III,Leo,43
6212,53 Leo,5.32,A2V,Leo,43
6213,ψ Leo,5.36,M2III,Leo,43
6214,79 Leo,5.39,G8IIICN...,Leo,43
6215,ω Leo,5.4,F9V,Leo,43
6216,69 Leo,5.4,A0V,Leo,43
6217,37 Leo,5.42,M1III,Leo,43
6218,46 Leo,5.43,M2III,Leo,43
6219,HD 94402,5.45,G8III,Leo,43
6220,52 Leo,5.49,G4III:,Leo,43
6221,51 Leo,5.5,K3III,Leo,43
6222,65 Leo,5.52,G9IIICN...,Leo,43
6223,95 Leo,5.53,A3V,Leo,43
6224,86 Leo,5.54,K0III,Leo,43
6225,unnamed6225,5.57,M2III,Leo,43
6226,81 Leo,5.58,F2V,Leo,43
6227,44 Leo,5.61,M2IIIs,Leo,43
6228,15 Leo,5.64,A2IV,Leo,43
6229,18 Leo,5.67,K4III,Leo,43
6230,TX Leonis,5.67,A2V,Leo,43
6231,EO Leo,5.68,B2.5IV,Leo,43
6232,67 Leo,5.7,A3IV,Leo,43
6233,3 Leo,5.72,K0III,Leo,43
6234,8 Leo,5.73,K1III,Leo,43
6235,85 Leo,5.74,K4III,Leo,43
6236,unnamed6236,5.75,G9III:,Leo,43
6237,89 Leo,5.76,F5V,Leo,43
6238,36 G. Leo,5.79,K3III,Leo,43
6239,5 G. Leo,5.8,M1III,Leo,43
6240,unnamed6240,5.8,K4III,Leo,43
6241,unnamed6241,5.8,F0V,Leo,43
6242,39 Leo,5.81,F8Vw,Leo,43
6243,unnamed6243,5.84,K2III:,Leo,43
6244,10 Sex,5.85,K2III:,Leo,43
6245,DR Leo,5.9,K6III,Leo,43
6246,76 Leo,5.9,K0III:,Leo,43
6247,unnamed6247,5.9,F0V,Leo,43
6248,55 Leo,5.91,F2III,Leo,43
6249,56 Leo,5.91,M5IIIvar,Leo,43
6250,35 Leo,5.95,G2IV,Leo,43
6251,62 Leo,5.95,K3III,Leo,43
6252,90 Leo,5.95,B4V,Leo,43
6253,45 Leo,6.01,A0sp...,Leo,43
6254,R Leo,6.02,,Leo,43
6255,unnamed6255,6.02,F9V,Leo,43
6256,unnamed6256,6.02,K5III,Leo,43
6257,11 Sex,6.05,K3III,Leo,43
6258,unnamed6258,6.05,G5III-IV,Leo,43
6259,50 G. Leo,6.05,K3,Leo,43
6260,unnamed6260,6.05,A3m,Leo,43
6261,43 Leo,6.06,K3III,Leo,43
6262,20 Leo,6.1,A8IV,Leo,43
6263,20 G. Leo,6.12,K0III+...,Leo,43
6264,30 G. Leo,6.12,F0V,Leo,43
6265,unnamed6265,6.15,K0,Leo,43
6266,42 Leo,6.16,A1V,Leo,43
6267,unnamed6267,6.17,K2,Leo,43
6268,59 G. Leo,6.23,K2III:,Leo,43
6269,unnamed6269,6.26,K7III,Leo,43
6270,13 Leo,6.26,K2III:,Leo,43
6271,unnamed6271,6.27,A5V,Leo,43
6272,HD 97658,6.27,K1V,Leo,43
6273,88 Leo,6.27,G0V,Leo,43
6275,unnamed6275,6.3,A5V,Leo,43
6276,unnamed6276,6.31,G9III:,Leo,43
6277,19 G. Leo,6.31,K5III,Leo,43
6278,7 Leo,6.32,A1V,Leo,43
6279,80 Leo,6.35,F3IV,Leo,43
6280,unnamed6280,6.36,F2Vn,Leo,43
6281,18 G. Leo,6.37,A3V,Leo,43
6282,unnamed6282,6.37,A5m,Leo,43
6283,37 Sex,6.38,K1III:,Leo,43
6284,unnamed6284,6.4,K5,Leo,43
6285,6 LMi,6.41,G5III-IV,Leo,43
6286,unnamed6286,6.42,K0,Leo,43
6287,34 Leo,6.43,F7V,Leo,43
6288,67 G. Leo,6.43,K0,Leo,43
6289,19 Leo,6.44,A7Vn,Leo,43
6290,23 Leo,6.45,M0III,Leo,43
6291,HD 100655,6.45,G9III,Leo,43
6292,HN Leo,6.48,F3V,Leo,43
6293,64 Leo,6.48,A5m,Leo,43
6294,unnamed6294,6.49,K0,Leo,43
6295,unnamed6295,6.49,K0,Leo,43
6296,83 Leo A,6.49,K0IV,Leo,43
6297,unnamed6297,6.49,K5,Leo,43
6298,unnamed6298,6.5,A3Vnn,Leo,43
6299,18 LMi,6.55,F2,Leo,43
6300,9 Leo,6.61,G0III,Leo,43
6301,11 Leo,6.63,F2,Leo,43
6302,57 Leo,6.65,K0,Leo,43
6303,52 LMi,6.86,F8IV,Leo,43
6304,71 Leo,7.03,K1III,Leo,43
6305,HD 89307,7.06,G0V,Leo,43
6306,38 Sex,7.13,A2,Leo,43
6307,49 LMi,7.25,G5,Leo,43
6308,83 Leo B,7.57,K2V,Leo,43
6309,HD 94834,7.6,K1,Leo,43
6310,HD 81040,7.74,G2/G3,Leo,43
6311,HD 87646,7.95,K0D,Leo,43
6312,HD 95089,8.0,G1IV,Leo,43
6313,HD 83225,8.04,F2,Leo,43
6314,HD 88133,8.06,G5IV,Leo,43
6315,HD 96063,8.37,K0,Leo,43
6316,HD 100777,8.42,K0V,Leo,43
6317,HD 98736,8.52,G5,Leo,43
6318,HD 102272,8.71,K0III,Leo,43
6319,HD 99109,9.1,K4V,Leo,43
6320,AD Leo,9.32,M3.5Ve,Leo,43
6321,HD 89345,9.4,G5V,Leo,43
6322,BD+20°2457,9.73,K2II,Leo,43
6323,Gl 436,10.68,M2.5,Leo,43
6324,CW Leo,,C...,Leo,43
6325,WASP-104,11.12,G8,Leo,43
6326,WASP-106,11.21,F9,Leo,43
6327,WASP-183,12.76,G9/K0,Leo,43
6328,Wolf 359,13.45,M6 V,Leo,43
6329,Caffau's Star,16.92,,Leo,43
6330,DP Leonis,17.5,DA/M5V?,Leo,43
6331,2MASS 0937+2931,,T6,Leo,43
6332,2MASS J1047+21,,T6.5,Leo,43
6333,46 LMi,3.79,K0III-IV,Leo Minor,43
6334,β LMi,4.2,G8III-IV,Leo Minor,43
6335,21 LMi,4.49,A7V,Leo Minor,43
6336,10 LMi,4.54,G8III,Leo Minor,43
6337,37 LMi,4.68,G0II,Leo Minor,43
6338,30 LMi,4.72,F0V,Leo Minor,43
6339,41 LMi,5.08,A3Vn,Leo Minor,43
6340,19 LMi,5.1,F6Vs,Leo Minor,43
6341,42 LMi,5.36,A1Vn,Leo Minor,43
6342,20 LMi,5.37,G1V,Leo Minor,43
6343,11 LMi,5.39,G8IV-V,Leo Minor,43
6344,8 LMi,5.4,M1III,Leo Minor,43
6345,23 LMi,5.49,A0Vn,Leo Minor,43
6346,40 LMi,5.51,A4Vn,Leo Minor,43
6347,28 LMi,5.52,K1III,Leo Minor,43
6348,34 LMi,5.57,A2Vn,Leo Minor,43
6349,32 LMi,5.79,A4V,Leo Minor,43
6350,38 LMi,5.84,F9V,Leo Minor,43
6351,HD 88231,5.86,K3III,Leo Minor,43
6352,7 LMi,5.87,G8III:,Leo Minor,43
6353,27 LMi,5.89,A6V,Leo Minor,43
6354,33 LMi,5.9,A0IV,Leo Minor,43
6355,RX LMi,6.02,M2III,Leo Minor,43
6356,44 LMi,6.05,F5V,Leo Minor,43
6357,13 LMi,6.12,F3V,Leo Minor,43
6358,43 LMi,6.15,K0,Leo Minor,43
6359,9 LMi,6.19,K4III:,Leo Minor,43
6360,48 LMi,6.19,A8V,Leo Minor,43
6361,HD 87822,6.23,F4V,Leo Minor,43
6362,35 LMi,6.29,F3V,Leo Minor,43
6363,R LMi,6.3,M6.5-9e,Leo Minor,43
6364,HD 88161,6.34,K3III:,Leo Minor,43
6365,HD 89993,6.36,G8III,Leo Minor,43
6366,50 LMi,6.36,K0,Leo Minor,43
6367,36 LMi,6.42,K0,Leo Minor,43
6368,24 LMi,6.46,G0V,Leo Minor,43
6369,22 LMi,6.47,G8III,Leo Minor,43
6370,29 LMi,6.49,K1III,Leo Minor,43
6371,16 LMi,6.64,K5,Leo Minor,43
6372,HD 93521,7.03,O9Vp,Leo Minor,43
6373,HD 87883,7.56,K0V,Leo Minor,43
6374,51 LMi,7.6,G0,Leo Minor,43
6375,HD 82886,7.78,G0,Leo Minor,43
6376,VW LMi,8.06,F5V,Leo Minor,43
6377,T LMi,11.06,A0,Leo Minor,43
6378,RT LMi,11.35,F7V,Leo Minor,43
6379,V LMi,11.98,A8,Leo Minor,43
6380,X LMi,12.3,A5...,Leo Minor,43
6381,CIT 6,12.8,"C3,4eV",Leo Minor,43
6382,ST LMi,15.1,DH+M,Leo Minor,43
6383,G 117-B15A,15.52,DA4.0,Leo Minor,43
6384,SX LMi,17.0,CV,Leo Minor,43
6385,YZ LMi,19.33,DB,Leo Minor,43
6386,RZ LMi,,CV,Leo Minor,43
6387,WX LMi,,,Leo Minor,43
6388,α Lep,2.58,F0Ib,Lepus,43
6389,β Lep,2.81,G5II,Lepus,43
6390,ε Lep,3.19,K4III,Lepus,43
6391,μ Lep,3.29,B9IV: HgMn,Lepus,43
6392,ζ Lep,3.55,A2Vann,Lepus,43
6393,γ Lep,3.59,F7V,Lepus,43
6394,η Lep,3.71,F1V,Lepus,43
6395,δ Lep,3.76,G8III/IV,Lepus,43
6396,λ Lep,4.29,B0.5IV,Lepus,43
6397,κ Lep,4.36,B7V,Lepus,43
6398,ι Lep,4.45,B8V,Lepus,43
6399,θ Lep,4.67,A0V,Lepus,43
6400,HD 34968,4.7,A0V,Lepus,43
6401,HD 32309,4.91,B9V,Lepus,43
6402,17 Lep,4.92,Ap shell,Lepus,43
6403,HD 32436,5.01,K1III,Lepus,43
6404,HD 41312,5.03,K3II/IIICNv,Lepus,43
6405,HD 34310,5.06,B9V,Lepus,43
6406,HD 35162,5.06,A2/A3,Lepus,43
6407,8 Lep,5.25,B2IV,Lepus,43
6408,19 Lep,5.28,M1III,Lepus,43
6409,ν Lep,5.29,B7/B8V,Lepus,43
6410,HD 41841,5.46,A2V,Lepus,43
6411,HD 34538,5.48,G8IV,Lepus,43
6412,HD 39070,5.49,G8III,Lepus,43
6413,HD 42301,5.49,A0V,Lepus,43
6414,10 Lep,5.53,A0V,Lepus,43
6415,HD 42341,5.56,K2III,Lepus,43
6416,RX Lep,5.6,M6.2III,Lepus,43
6417,HD 32667,5.61,A2IV,Lepus,43
6418,HD 39853,5.62,K3 comp,Lepus,43
6419,HD 35505,5.64,A0V,Lepus,43
6420,HD 31925,5.65,F5V,Lepus,43
6421,HD 32890,5.71,K2III,Lepus,43
6422,HD 42443,5.71,F5V,Lepus,43
6423,HD 42621,5.72,K1III,Lepus,43
6424,HD 38206,5.73,A0V,Lepus,43
6425,1 Lep,5.74,K1IV,Lepus,43
6426,YY Lep,5.74,M3II/III,Lepus,43
6427,HD 35736,5.78,F5V,Lepus,43
6428,HD 39190,5.87,A1V,Lepus,43
6429,12 Lep,5.88,A2/A3V,Lepus,43
6430,HD 40151,5.95,K0/K1III,Lepus,43
6431,HD 34721,5.96,G0V,Lepus,43
6432,HD 33093,5.97,G2V,Lepus,43
6433,HD 32996,6.04,B9.5/A0IV,Lepus,43
6434,HD 40972,6.04,A0V,Lepus,43
6435,HD 35991,6.08,K0III,Lepus,43
6436,HD 42729,6.08,B9.5IV/V,Lepus,43
6437,HD 37306,6.1,A2V,Lepus,43
6438,HD 38054,6.15,K3III,Lepus,43
6439,HD 38392,6.15,K2V,Lepus,43
6440,HD 39385,6.16,K0IIICN...,Lepus,43
6441,HD 38713,6.18,G8III,Lepus,43
6442,HD 41125,6.2,K0III,Lepus,43
6443,HD 40745,6.21,F2IV,Lepus,43
6444,HD 34045,6.22,A9II/III,Lepus,43
6445,HD 37971,6.22,B4/B5III,Lepus,43
6446,HD 42486,6.27,G8/K0III,Lepus,43
6447,HD 35850,6.3,F7V:,Lepus,43
6448,HD 33162,6.33,M1III,Lepus,43
6449,HD 38382,6.34,F8/G0V,Lepus,43
6450,HD 42327,6.36,B9Vn...,Lepus,43
6451,HD 34798,6.37,B5IV/V,Lepus,43
6452,HD 40235,6.37,K0III,Lepus,43
6453,HD 33238,6.38,K1III + F/G,Lepus,43
6454,HD 33667,6.4,K1III/IV,Lepus,43
6455,HD 37643,6.4,B4,Lepus,43
6456,HD 32612,6.42,B2IV,Lepus,43
6457,HD 34318,6.45,G0,Lepus,43
6458,HD 33095,6.47,G2V,Lepus,43
6459,HD 35137,6.47,K0III,Lepus,43
6460,HD 35386,6.49,F6V,Lepus,43
6461,HD 34797,6.54,B7Vp,Lepus,43
6462,S Lep,6.74,M5III,Lepus,43
6463,HD 42659,6.77,Ap...,Lepus,43
6464,4 Mon,6.9,A2,Lepus,43
6465,HD 37847,7.0,K0IV,Lepus,43
6466,HD 33844,7.3,,Lepus,43
6467,T Lep,7.4,M6ev,Lepus,43
6468,HD 31527,7.48,G0V,Lepus,43
6469,R Lep,7.71,"C7,6e",Lepus,43
6470,HD 33283,8.05,G4V,Lepus,43
6471,HD 33142,8.13,K0III,Lepus,43
6472,Gliese 229,8.14,M1/M2V,Lepus,43
6473,RY Lep,8.25,A9V,Lepus,43
6474,HD 32450,8.32,M0V,Lepus,43
6475,RS Lep,9.88,A0V,Lepus,43
6476,U Lep,10.52,A9/F0Iab:,Lepus,43
6477,WASP-61,12.5,F7,Lepus,43
6478,WASP-49,11.35,G6,Lepus,43
6479,β Lib,2.61,B8V,Libra,43
6480,α2 Lib,2.75,A3IV,Libra,43
6481,σ Lib,3.25,M3/M4III,Libra,43
6482,υ Lib,3.6,K3III,Libra,43
6483,τ Lib,3.66,B2.5V,Libra,43
6484,γ Lib,3.91,K0III,Libra,43
6485,θ Lib,4.13,K0III,Libra,43
6486,16 Lib,4.47,F0V,Libra,43
6487,ι1 Lib,4.54,Asp...,Libra,43
6488,37 Lib,4.61,K1IV,Libra,43
6489,κ Lib,4.75,K5III,Libra,43
6490,δ Lib,4.91,B9.5V,Libra,43
6491,ε Lib,4.92,F5IV,Libra,43
6492,11 Lib,4.93,G8...,Libra,43
6493,48 Lib,4.95,B8Ia/Iab,Libra,43
6494,42 Lib,4.97,K3III,Libra,43
6495,λ Lib,5.03,B3V,Libra,43
6496,36 Lib,5.13,K2/K3III,Libra,43
6497,α1 Lib,5.15,F3V,Libra,43
6498,HR 5780,5.16,B6IV,Libra,43
6499,ν Lib,5.19,K5III,Libra,43
6500,12 Lib,5.27,K2/K3III,Libra,43
6501,μ Lib,5.32,Ap,Libra,43
6502,HD 126218,5.34,K0III,Libra,43
6503,41 Lib,5.36,G8III/IV,Libra,43
6504,η Lib,5.41,A6IV,Libra,43
6505,49 Lib,5.47,F7V,Libra,43
6506,ξ2 Lib,5.48,K4III,Libra,43
6507,HD 138413,5.5,A2IV,Libra,43
6508,HD 132833,5.52,M0III,Libra,43
6509,HD 135534,5.52,K2III,Libra,43
6510,ζ4 Lib,5.53,B3V,Libra,43
6511,30 Ser,5.53,A5IV,Libra,43
6512,50 Lib,5.53,A0Vs,Libra,43
6513,HD 136479,5.54,K1III,Libra,43
6514,ζ1 Lib,5.64,K4III,Libra,43
6515,HD 130529,5.68,K3III+...,Libra,43
6516,4 Lib,5.7,B9.5V,Libra,43
